time,ref,room,processed
47.224059,0.046997,-0.070465,-0.070685
47.224082,0.051849,-0.062683,-0.077387
47.224104,0.054596,-0.051544,-0.082350
47.224127,0.054230,-0.043610,-0.085756
47.224150,0.054016,-0.040833,-0.088011
47.224172,0.056152,-0.034271,-0.090043
47.224195,0.060394,-0.026886,-0.091931
47.224218,0.065826,-0.022797,-0.092562
47.224240,0.072021,-0.013153,-0.092014
47.224263,0.078369,0.000549,-0.090785
47.224286,0.084534,0.012634,-0.089188
47.224308,0.089508,0.025452,-0.087646
47.224331,0.091248,0.032288,-0.086043
47.224354,0.088562,0.034668,-0.083970
47.224376,0.083557,0.039093,-0.081246
47.224399,0.079132,0.039185,-0.077124
47.224422,0.074371,0.036407,-0.070563
47.224444,0.067047,0.036957,-0.061650
47.224467,0.058502,0.038239,-0.051573
47.224490,0.051025,0.044159,-0.041475
47.224512,0.045013,0.055573,-0.031623
47.224535,0.038269,0.064209,-0.021666
47.224558,0.029114,0.070068,-0.012352
47.224580,0.019806,0.073395,-0.004829
47.224603,0.013275,0.071991,0.001323
47.224626,0.009308,0.072021,0.007301
47.224649,0.007019,0.070374,0.013994
47.224671,0.005249,0.063049,0.021144
47.224694,0.000458,0.057312,0.027406
47.224717,-0.007050,0.053162,0.031324
47.224739,-0.014923,0.048309,0.034222
47.224762,-0.021881,0.042938,0.037673
47.224785,-0.030273,0.033569,0.042239
47.224807,-0.041321,0.022736,0.046417
47.224830,-0.053619,0.015167,0.050127
47.224853,-0.064575,0.005280,0.054218
47.224875,-0.075989,-0.006622,0.058402
47.224898,-0.087006,-0.015564,0.060611
47.224921,-0.093170,-0.021179,0.060951
47.224943,-0.093170,-0.021210,0.060291
47.224966,-0.090515,-0.020020,0.059637
47.224989,-0.087433,-0.024689,0.058953
47.225011,-0.084137,-0.032837,0.057666
47.225034,-0.081177,-0.039368,0.056872
47.225057,-0.078033,-0.043884,0.056563
47.225079,-0.075684,-0.044922,0.055437
47.225102,-0.073578,-0.045349,0.053095
47.225125,-0.072601,-0.045197,0.050568
47.225147,-0.074982,-0.038696,0.046704
47.225170,-0.078430,-0.026184,0.040384
47.225193,-0.080200,-0.015961,0.033270
47.225215,-0.080566,-0.011505,0.026802
47.225238,-0.080780,-0.010864,0.022350
47.225261,-0.079803,-0.008087,0.018628
47.225283,-0.077179,-0.000397,0.013683
47.225306,-0.072296,0.005859,0.008264
47.225329,-0.065979,0.008789,0.003803
47.225351,-0.059692,0.013306,-0.000043
47.225374,-0.053497,0.021759,-0.002962
47.225397,-0.047699,0.029968,-0.004673
47.225420,-0.043304,0.035126,-0.005827
47.225442,-0.041779,0.037384,-0.005954
47.225465,-0.042023,0.038879,-0.005268
47.225488,-0.041901,0.039093,-0.004028
47.225510,-0.041107,0.033875,-0.002308
47.225533,-0.040802,0.024658,-0.000801
47.225556,-0.041565,0.021179,0.000383
47.225578,-0.042114,0.024811,0.001459
47.225601,-0.041077,0.028534,0.002915
47.225624,-0.039276,0.030823,0.005564
47.225646,-0.040009,0.032776,0.008998
47.225669,-0.043335,0.035919,0.012191
47.225692,-0.046631,0.039673,0.015911
47.225714,-0.049805,0.036285,0.020388
47.225737,-0.053894,0.026093,0.025161
47.225760,-0.057892,0.019928,0.030729
47.225782,-0.061401,0.016998,0.037262
47.225805,-0.062775,0.010376,0.044507
47.225828,-0.060425,0.000275,0.052657
47.225850,-0.056213,-0.014252,0.059739
47.225873,-0.051117,-0.026093,0.063908
47.225896,-0.043671,-0.033051,0.065976
47.225918,-0.032990,-0.046722,0.065389
47.225941,-0.020325,-0.066833,0.062699
47.225964,-0.007141,-0.083008,0.059552
47.225986,0.006042,-0.096436,0.054190
47.226009,0.018097,-0.105621,0.046173
47.226032,0.028381,-0.111511,0.037838
47.226054,0.036194,-0.117310,0.030219
47.226077,0.040741,-0.112366,0.024242
47.226100,0.043457,-0.097382,0.020041
47.226122,0.045990,-0.088593,0.015364
47.226145,0.049255,-0.085968,0.009041
47.226168,0.053375,-0.085510,0.002757
47.226190,0.058197,-0.084045,-0.003644
47.226213,0.063965,-0.074615,-0.009912
47.226236,0.072449,-0.066833,-0.014864
47.226259,0.086761,-0.068726,-0.020575
47.226281,0.106445,-0.067932,-0.028709
47.226304,0.125671,-0.062042,-0.037195
47.226327,0.139282,-0.054626,-0.044353
47.226349,0.146942,-0.044312,-0.048651
47.226372,0.150909,-0.039978,-0.049818
47.226395,0.151489,-0.040436,-0.050508
47.226417,0.148438,-0.036530,-0.051724
47.226440,0.141144,-0.033295,-0.051245
47.226463,0.131073,-0.029938,-0.049816
47.226485,0.121368,-0.021790,-0.048618
47.226508,0.114288,-0.017670,-0.047617
47.226531,0.108643,-0.016571,-0.047351
47.226553,0.103546,-0.016724,-0.046540
47.226576,0.098022,-0.022583,-0.041872
47.226599,0.091431,-0.028534,-0.034149
47.226621,0.083710,-0.032715,-0.025201
47.226644,0.074341,-0.041809,-0.015985
47.226667,0.063446,-0.049042,-0.008132
47.226689,0.051666,-0.052673,-0.000125
47.226712,0.038086,-0.055969,0.009686
47.226735,0.023285,-0.052185,0.017941
47.226757,0.010345,-0.044281,0.023513
47.226780,0.000397,-0.039093,0.029060
47.226803,-0.007660,-0.033569,0.035206
47.226825,-0.012085,-0.030365,0.041254
47.226848,-0.014679,-0.028198,0.047613
47.226871,-0.017273,-0.021240,0.052404
47.226893,-0.018921,-0.015228,0.056490
47.226916,-0.020508,-0.011902,0.062173
47.226939,-0.022003,-0.005341,0.068006
47.226961,-0.021790,0.001312,0.073544
47.226984,-0.020416,0.006653,0.078458
47.227007,-0.020844,0.010040,0.081474
47.227029,-0.023071,0.009827,0.083159
47.227052,-0.025543,0.010437,0.084660
47.227075,-0.028290,0.012604,0.085771
47.227098,-0.029968,0.009216,0.085759
47.227120,-0.030701,0.004120,0.085317
47.227143,-0.030640,0.002655,0.084949
47.227166,-0.030762,0.004913,0.085443
47.227188,-0.030121,0.010498,0.085598
47.227211,-0.027283,0.014526,0.084986
47.227234,-0.022614,0.015442,0.084349
47.227256,-0.016815,0.019012,0.082859
47.227279,-0.009796,0.026550,0.080371
47.227302,-0.004028,0.035431,0.077603
47.227324,-0.001434,0.044220,0.073754
47.227347,0.001007,0.047424,0.068825
47.227370,0.004578,0.046936,0.064246
47.227392,0.005402,0.049713,0.059579
47.227415,0.002258,0.056519,0.053535
47.227438,-0.002838,0.062164,0.046597
47.227460,-0.009918,0.061432,0.039948
47.227483,-0.016998,0.053528,0.033766
47.227506,-0.023834,0.046204,0.028607
47.227528,-0.031830,0.042786,0.024100
47.227551,-0.042053,0.038269,0.021340
47.227574,-0.050781,0.031342,0.019004
47.227596,-0.056854,0.028961,0.014216
47.227619,-0.061462,0.034515,0.006862
47.227642,-0.066193,0.045197,0.000806
47.227664,-0.070404,0.052521,-0.003128
47.227687,-0.073059,0.055298,-0.007361
47.227710,-0.074768,0.059174,-0.012241
47.227732,-0.078369,0.063812,-0.015386
47.227755,-0.083130,0.063080,-0.015387
47.227778,-0.087006,0.057129,-0.012872
47.227800,-0.086914,0.052765,-0.011968
47.227823,-0.083344,0.054901,-0.012411
47.227846,-0.077759,0.060089,-0.010909
47.227868,-0.070587,0.062073,-0.008001
47.227891,-0.059937,0.062622,-0.006272
47.227914,-0.047241,0.066315,-0.004446
47.227937,-0.033966,0.069885,-0.002393
47.227959,-0.020660,0.067261,0.000664
47.227982,-0.006561,0.059387,0.005898
47.228005,0.006317,0.053925,0.012077
47.228027,0.017487,0.053101,0.017663
47.228050,0.027313,0.051331,0.024262
47.228073,0.037415,0.045197,0.030396
47.228095,0.047394,0.037323,0.034873
47.228118,0.056213,0.032593,0.037633
47.228141,0.064453,0.030548,0.037125
47.228163,0.071442,0.024933,0.035733
47.228186,0.076813,0.015686,0.036280
47.228209,0.080688,0.008820,0.036771
47.228231,0.082062,0.007111,0.035982
47.228254,0.080566,0.008789,0.034490
47.228277,0.078949,0.010956,0.031222
47.228299,0.081055,0.013580,0.026027
47.228322,0.085693,0.021698,0.020128
47.228345,0.090057,0.033569,0.012976
47.228367,0.091583,0.041107,0.006731
47.228390,0.089478,0.040833,0.002574
47.228413,0.084564,0.037598,-0.000317
47.228435,0.078094,0.036957,-0.001181
47.228458,0.071289,0.041901,-0.001306
47.228481,0.065552,0.046478,-0.003400
47.228503,0.061676,0.046783,-0.007082
47.228526,0.058472,0.049713,-0.011608
47.228549,0.054016,0.058350,-0.016113
47.228571,0.048859,0.066803,-0.019062
47.228594,0.045624,0.070770,-0.021551
47.228617,0.042969,0.069580,-0.023397
47.228639,0.039154,0.068573,-0.024140
47.228662,0.031860,0.072662,-0.024719
47.228685,0.023712,0.075378,-0.026219
47.228707,0.016724,0.073425,-0.026150
47.228730,0.010620,0.071014,-0.025082
47.228753,0.002716,0.068420,-0.023332
47.228776,-0.003937,0.064392,-0.021113
47.228798,-0.006927,0.059631,-0.017799
47.228821,-0.007935,0.051300,-0.013145
47.228844,-0.009094,0.040436,-0.008838
47.228866,-0.009369,0.030212,-0.006973
47.228889,-0.008392,0.017487,-0.005846
47.228912,-0.005554,0.005707,-0.005654
47.228934,-0.001251,-0.001770,-0.007368
47.228957,0.003540,-0.007629,-0.009027
47.228980,0.008240,-0.009949,-0.009619
47.229002,0.012848,-0.008850,-0.010154
47.229025,0.018372,-0.010040,-0.010629
47.229048,0.026947,-0.013641,-0.011321
47.229070,0.035095,-0.020996,-0.011062
47.229093,0.038330,-0.030975,-0.008856
47.229116,0.040039,-0.037292,-0.007064
47.229138,0.043365,-0.039734,-0.005892
47.229161,0.048065,-0.042023,-0.003894
47.229184,0.051758,-0.040375,-0.001109
47.229206,0.052429,-0.035767,0.001310
47.229229,0.049438,-0.031677,0.004207
47.229252,0.045044,-0.026978,0.008427
47.229274,0.042114,-0.023956,0.012378
47.229297,0.039734,-0.021790,0.014667
47.229320,0.038239,-0.018127,0.015039
47.229342,0.037170,-0.017578,0.016037
47.229365,0.034241,-0.021179,0.019022
47.229388,0.027740,-0.025299,0.023401
47.229410,0.018219,-0.027893,0.028317
47.229433,0.006683,-0.025970,0.033073
47.229456,-0.005463,-0.019104,0.036952
47.229478,-0.016510,-0.014130,0.038635
47.229501,-0.023956,-0.012329,0.036831
47.229524,-0.028809,-0.010681,0.034312
47.229546,-0.031708,-0.006866,0.032212
47.229569,-0.032867,-0.001007,0.029385
47.229592,-0.033295,0.002899,0.026394
47.229615,-0.034515,0.003448,0.024373
47.229637,-0.035858,0.008392,0.021856
47.229660,-0.037201,0.019623,0.018093
47.229683,-0.038818,0.029327,0.013389
47.229705,-0.040131,0.030090,0.008051
47.229728,-0.042694,0.023285,0.003458
47.229751,-0.048248,0.018097,-0.000884
47.229773,-0.053131,0.019104,-0.007589
47.229796,-0.055695,0.020477,-0.015178
47.229819,-0.057983,0.019867,-0.021070
47.229841,-0.058533,0.022949,-0.026527
47.229864,-0.055847,0.032410,-0.033025
47.229887,-0.053955,0.042664,-0.039022
47.229909,-0.053040,0.046936,-0.044299
47.229932,-0.051758,0.046844,-0.048812
47.229955,-0.049103,0.048981,-0.052678
47.229977,-0.044403,0.052826,-0.055621
47.230000,-0.039001,0.052368,-0.057302
47.230023,-0.033356,0.047943,-0.057063
47.230045,-0.025299,0.045410,-0.054563
47.230068,-0.014557,0.049011,-0.051224
47.230091,-0.004425,0.055328,-0.047395
47.230113,0.004547,0.059235,-0.044080
47.230136,0.011108,0.061340,-0.042068
47.230159,0.014984,0.063110,-0.040038
47.230181,0.019135,0.062378,-0.037180
47.230204,0.022034,0.059021,-0.034539
47.230227,0.023621,0.053925,-0.033707
47.230249,0.027100,0.050934,-0.034479
47.230272,0.031525,0.049622,-0.036405
47.230295,0.030304,0.045349,-0.037153
47.230317,0.022247,0.037079,-0.037022
47.230340,0.012207,0.029694,-0.038420
47.230363,0.003998,0.023010,-0.039650
47.230385,-0.000610,0.015259,-0.038657
47.230408,-0.003235,0.003357,-0.035979
47.230431,-0.002960,-0.012024,-0.033760
47.230454,0.000427,-0.025574,-0.033006
47.230476,0.005066,-0.035767,-0.033739
47.230499,0.011078,-0.047577,-0.034278
47.230522,0.016602,-0.060883,-0.033972
47.230544,0.019653,-0.072235,-0.035554
47.230567,0.021667,-0.078156,-0.039125
47.230590,0.024139,-0.078369,-0.042350
47.230612,0.025177,-0.081329,-0.043240
47.230635,0.025085,-0.090607,-0.041315
47.230658,0.025970,-0.098236,-0.038503
47.230680,0.027069,-0.098419,-0.036312
47.230703,0.028778,-0.093262,-0.034710
47.230726,0.032745,-0.089172,-0.033194
47.230748,0.040009,-0.089386,-0.031733
47.230771,0.045776,-0.086884,-0.029114
47.230794,0.048187,-0.076416,-0.026460
47.230816,0.050201,-0.065186,-0.023492
47.230839,0.052155,-0.058411,-0.019287
47.230862,0.052490,-0.053864,-0.015724
47.230884,0.052765,-0.047668,-0.013261
47.230907,0.052795,-0.037506,-0.010471
47.230930,0.051788,-0.027374,-0.008783
47.230952,0.051147,-0.020416,-0.008544
47.230975,0.049133,-0.011353,-0.008003
47.230998,0.044891,0.001160,-0.007422
47.231020,0.042236,0.013458,-0.006827
47.231043,0.040649,0.021759,-0.005560
47.231066,0.037323,0.024292,-0.005014
47.231088,0.032898,0.022888,-0.004778
47.231111,0.028290,0.022034,-0.004825
47.231134,0.024109,0.020782,-0.007167
47.231156,0.021729,0.019318,-0.010432
47.231179,0.019196,0.020508,-0.011852
47.231202,0.015320,0.024231,-0.012518
47.231224,0.011047,0.031494,-0.012649
47.231247,0.005096,0.042084,-0.011481
47.231270,-0.002380,0.049255,-0.009885
47.231293,-0.009613,0.049316,-0.007351
47.231315,-0.016815,0.043579,-0.004449
47.231338,-0.024323,0.035492,-0.002691
47.231361,-0.030090,0.029724,-0.000487
47.231383,-0.033112,0.027832,0.003717
47.231406,-0.033813,0.025024,0.009171
47.231429,-0.033112,0.022400,0.015931
47.231451,-0.032410,0.020721,0.022879
47.231474,-0.032806,0.019592,0.028092
47.231497,-0.034607,0.019867,0.031648
47.231519,-0.035828,0.021362,0.032810
47.231542,-0.036438,0.021729,0.032433
47.231565,-0.037903,0.021606,0.033092
47.231587,-0.041260,0.020782,0.034531
47.231610,-0.045502,0.019379,0.034799
47.231633,-0.049438,0.019440,0.034711
47.231655,-0.051361,0.021790,0.034632
47.231678,-0.052368,0.024384,0.034903
47.231701,-0.055084,0.026123,0.036125
47.231723,-0.057556,0.022827,0.036426
47.231746,-0.058563,0.012268,0.036625
47.231769,-0.057831,0.002930,0.038683
47.231791,-0.054138,0.001617,0.041070
47.231814,-0.048035,0.005493,0.041762
47.231837,-0.041168,0.010101,0.041448
47.231859,-0.032928,0.012817,0.040365
47.231882,-0.025177,0.018158,0.038007
47.231905,-0.018219,0.031067,0.032580
47.231927,-0.012909,0.044037,0.025114
47.231950,-0.008881,0.047729,0.018441
47.231973,-0.004639,0.047302,0.014817
47.231995,0.000610,0.050507,0.012425
47.232018,0.004822,0.057739,0.009363
47.232041,0.005829,0.065735,0.007357
47.232063,0.005676,0.069733,0.006912
47.232086,0.005646,0.074982,0.007330
47.232109,0.006012,0.086609,0.007513
47.232132,0.006470,0.097321,0.007694
47.232154,0.006958,0.103485,0.008414
47.232177,0.008453,0.109619,0.008451
47.232200,0.010925,0.115295,0.005917
47.232222,0.014526,0.117493,0.000672
47.232245,0.017365,0.113983,-0.005309
47.232268,0.017944,0.105530,-0.012162
47.232290,0.015808,0.101685,-0.019146
47.232313,0.012085,0.103577,-0.023934
47.232336,0.007904,0.101868,-0.026583
47.232358,0.004517,0.098328,-0.030302
47.232381,0.003387,0.096741,-0.036727
47.232404,0.004120,0.095367,-0.043955
47.232426,0.004730,0.092773,-0.049473
47.232449,0.002991,0.084198,-0.052874
47.232472,0.002991,0.071777,-0.057646
47.232494,0.009247,0.065765,-0.063760
47.232517,0.018341,0.063904,-0.067393
47.232540,0.026306,0.059814,-0.069488
47.232562,0.034180,0.054871,-0.073079
47.232585,0.043671,0.049408,-0.077840
47.232608,0.055389,0.044800,-0.082545
47.232630,0.065613,0.040833,-0.084858
47.232653,0.070923,0.029480,-0.084111
47.232676,0.073639,0.014679,-0.082187
47.232698,0.076965,0.005432,-0.078741
47.232721,0.080536,0.001251,-0.072917
47.232744,0.085693,0.001892,-0.068305
47.232766,0.092316,0.004517,-0.066433
47.232789,0.097504,0.007996,-0.064251
47.232812,0.100739,0.018646,-0.060309
47.232834,0.102722,0.033691,-0.055430
47.232857,0.101898,0.040466,-0.051280
47.232880,0.098907,0.038971,-0.050131
47.232902,0.094177,0.034943,-0.050089
47.232925,0.088684,0.037292,-0.049605
47.232948,0.082336,0.047424,-0.049652
47.232971,0.072998,0.052429,-0.049505
47.232993,0.062683,0.047821,-0.047230
47.233016,0.053680,0.045288,-0.042514
47.233039,0.044464,0.048950,-0.038008
47.233061,0.033844,0.055054,-0.036220
47.233084,0.025360,0.056427,-0.037092
47.233107,0.019012,0.049622,-0.037357
47.233129,0.013367,0.043060,-0.036393
47.233152,0.009766,0.041626,-0.035198
47.233175,0.007507,0.039703,-0.032561
47.233197,0.004028,0.038116,-0.028754
47.233220,-0.000885,0.037445,-0.025859
47.233243,-0.005432,0.037506,-0.024508
47.233265,-0.009216,0.038452,-0.023659
47.233288,-0.013092,0.034637,-0.021539
47.233311,-0.016479,0.023895,-0.018013
47.233333,-0.018372,0.011963,-0.014756
47.233356,-0.020386,-0.001038,-0.011943
47.233379,-0.022766,-0.013367,-0.008797
47.233401,-0.026581,-0.021301,-0.004107
47.233424,-0.032013,-0.026398,0.001977
47.233447,-0.036652,-0.027557,0.008236
47.233469,-0.040070,-0.023956,0.014075
47.233492,-0.043762,-0.021179,0.019036
47.233515,-0.045868,-0.020782,0.021203
47.233537,-0.045776,-0.023865,0.020167
47.233560,-0.044403,-0.029602,0.018841
47.233583,-0.040771,-0.032227,0.019854
47.233605,-0.035950,-0.033600,0.022201
47.233628,-0.034241,-0.037140,0.023969
47.233651,-0.033661,-0.039612,0.023680
47.233673,-0.031464,-0.040619,0.021931
47.233696,-0.027496,-0.039062,0.019484
47.233719,-0.019958,-0.034607,0.016316
47.233741,-0.010925,-0.032532,0.013817
47.233764,-0.002136,-0.031799,0.012117
47.233787,0.006104,-0.031006,0.010606
47.233810,0.014008,-0.033051,0.007243
47.233832,0.020233,-0.035278,0.002949
47.233855,0.025116,-0.034363,0.000212
47.233878,0.028198,-0.031860,-0.000665
47.233900,0.029724,-0.026428,-0.001294
47.233923,0.029633,-0.020508,-0.001252
47.233946,0.027008,-0.014923,-0.000362
47.233968,0.021759,-0.007690,0.000315
47.233991,0.013397,-0.004333,0.000647
47.234014,0.002563,-0.006012,0.001085
47.234036,-0.006958,-0.005463,0.002317
47.234059,-0.013092,-0.003082,0.004648
47.234082,-0.017273,-0.000916,0.007275
47.234104,-0.018951,0.001373,0.009361
47.234127,-0.020081,0.003204,0.011650
47.234150,-0.023438,0.010254,0.013021
47.234172,-0.029602,0.020264,0.012752
47.234195,-0.035858,0.021912,0.010593
47.234218,-0.040192,0.016571,0.007424
47.234240,-0.043304,0.011688,0.004773
47.234263,-0.048126,0.005737,0.003034
47.234286,-0.053192,-0.001251,0.000959
47.234308,-0.055450,-0.011505,-0.001659
47.234331,-0.056671,-0.021149,-0.004379
47.234354,-0.057983,-0.021912,-0.007143
47.234376,-0.057800,-0.019135,-0.009340
47.234399,-0.057770,-0.020233,-0.011307
47.234422,-0.057587,-0.021973,-0.014348
47.234444,-0.055725,-0.025421,-0.018150
47.234467,-0.052032,-0.031372,-0.023538
47.234490,-0.047577,-0.039307,-0.029718
47.234512,-0.041260,-0.050262,-0.035354
47.234535,-0.032623,-0.055695,-0.040811
47.234558,-0.021942,-0.050964,-0.046101
47.234580,-0.009613,-0.044739,-0.050856
47.234603,0.002869,-0.040314,-0.055179
47.234626,0.014648,-0.036102,-0.057881
47.234649,0.025421,-0.035095,-0.059030
47.234671,0.035431,-0.034882,-0.061604
47.234694,0.043488,-0.037384,-0.064621
47.234717,0.049652,-0.043732,-0.066178
47.234739,0.055634,-0.046112,-0.066821
47.234762,0.062347,-0.045044,-0.066462
47.234785,0.068329,-0.045227,-0.065546
47.234807,0.073486,-0.045746,-0.065575
47.234830,0.077759,-0.046417,-0.064671
47.234853,0.080872,-0.044556,-0.062325
47.234875,0.083221,-0.037781,-0.060733
47.234898,0.083679,-0.034363,-0.058919
47.234921,0.082184,-0.035095,-0.056337
47.234943,0.081909,-0.033752,-0.054164
47.234966,0.081848,-0.029541,-0.051815
47.234989,0.076935,-0.023468,-0.049305
47.235011,0.069427,-0.018219,-0.047420
47.235034,0.063354,-0.014679,-0.044385
47.235057,0.059204,-0.003052,-0.041433
47.235079,0.057861,0.014954,-0.040275
47.235102,0.059326,0.026215,-0.039806
47.235125,0.059601,0.026733,-0.039936
47.235147,0.057922,0.022614,-0.040723
47.235170,0.055542,0.023315,-0.039947
47.235193,0.052521,0.028931,-0.037781
47.235215,0.049805,0.028839,-0.035475
47.235238,0.047607,0.022186,-0.033758
47.235261,0.042877,0.019928,-0.033389
47.235283,0.035065,0.022339,-0.032621
47.235306,0.024689,0.020813,-0.028601
47.235329,0.012360,0.010101,-0.021766
47.235351,-0.000275,-0.003479,-0.012482
47.235374,-0.012054,-0.006836,-0.002604
47.235397,-0.024017,-0.001862,0.004680
47.235420,-0.034058,-0.001770,0.009877
47.235442,-0.040894,-0.007568,0.015101
47.235465,-0.045807,-0.010620,0.019548
47.235488,-0.051147,-0.006104,0.024022
47.235510,-0.055908,0.002869,0.027484
47.235533,-0.059509,0.005432,0.028386
47.235556,-0.061829,0.000519,0.028636
47.235578,-0.062775,-0.002289,0.029528
47.235601,-0.063446,-0.000244,0.030243
47.235624,-0.065674,0.003021,0.031519
47.235646,-0.070007,0.004028,0.033018
47.235669,-0.073334,0.000000,0.033508
47.235692,-0.074646,0.000031,0.035757
47.235714,-0.075500,0.010773,0.038844
47.235737,-0.074524,0.027008,0.038760
47.235760,-0.069153,0.039642,0.036955
47.235782,-0.062927,0.042450,0.035768
47.235805,-0.059143,0.038818,0.033334
47.235828,-0.054565,0.039886,0.029653
47.235850,-0.046814,0.048584,0.026487
47.235873,-0.035767,0.058350,0.024734
47.235896,-0.023224,0.067505,0.026184
47.235918,-0.013641,0.074890,0.028681
47.235941,-0.011047,0.081573,0.028794
47.235964,-0.015594,0.088318,0.028866
47.235986,-0.025604,0.092987,0.031342
47.236009,-0.038239,0.097076,0.034619
47.236032,-0.049652,0.102570,0.037785
47.236054,-0.059418,0.103943,0.040846
47.236077,-0.069000,0.100098,0.043211
47.236100,-0.079102,0.095764,0.045600
47.236122,-0.087585,0.091461,0.046968
47.236145,-0.093811,0.087189,0.046338
47.236168,-0.097443,0.080566,0.044685
47.236190,-0.098877,0.069611,0.043685
47.236213,-0.099823,0.057709,0.043242
47.236236,-0.101440,0.043518,0.042911
47.236259,-0.102203,0.023315,0.042228
47.236281,-0.101044,0.002350,0.040524
47.236304,-0.098114,-0.013885,0.038506
47.236327,-0.093689,-0.027069,0.037846
47.236349,-0.088043,-0.038849,0.038179
47.236372,-0.082367,-0.050751,0.038387
47.236395,-0.075928,-0.059174,0.038329
47.236417,-0.067749,-0.060272,0.038166
47.236440,-0.058746,-0.062500,0.036944
47.236463,-0.050568,-0.072418,0.033636
47.236485,-0.042114,-0.083160,0.028043
47.236508,-0.031433,-0.088226,0.022277
47.236531,-0.018066,-0.086731,0.018514
47.236553,-0.004395,-0.081024,0.016258
47.236576,0.006958,-0.074982,0.013852
47.236599,0.015900,-0.067261,0.012296
47.236621,0.022675,-0.056854,0.013714
47.236644,0.026306,-0.049774,0.016966
47.236667,0.026733,-0.045105,0.019724
47.236689,0.025452,-0.037720,0.021890
47.236712,0.022217,-0.032410,0.025167
47.236735,0.019806,-0.030090,0.029136
47.236757,0.021545,-0.029938,0.033150
47.236780,0.027069,-0.029388,0.035904
47.236803,0.031433,-0.023315,0.037720
47.236825,0.035034,-0.015228,0.038920
47.236848,0.038483,-0.012329,0.039852
47.236871,0.043152,-0.010040,0.038549
47.236893,0.050171,-0.005707,0.035656
47.236916,0.058472,-0.003510,0.032606
47.236939,0.064606,-0.005585,0.029539
47.236961,0.070435,-0.013519,0.026388
47.236984,0.076721,-0.021545,0.023443
47.237007,0.078278,-0.019409,0.020080
47.237029,0.072815,-0.012115,0.017284
47.237052,0.064026,-0.006927,0.016053
47.237075,0.054657,-0.003113,0.015277
47.237098,0.044678,-0.002716,0.014840
47.237120,0.035797,-0.004608,0.013952
47.237143,0.028503,-0.008209,0.011870
47.237166,0.021790,-0.016998,0.009956
47.237188,0.016449,-0.023865,0.007733
47.237211,0.013580,-0.025574,0.003708
47.237234,0.013153,-0.030487,-0.000890
47.237256,0.014801,-0.039612,-0.005566
47.237279,0.018890,-0.046753,-0.011023
47.237302,0.022949,-0.047241,-0.014584
47.237324,0.024567,-0.039337,-0.015458
47.237347,0.022552,-0.034515,-0.014592
47.237370,0.018738,-0.043274,-0.013016
47.237392,0.014984,-0.053864,-0.012907
47.237415,0.012756,-0.057770,-0.015087
47.237438,0.011566,-0.057159,-0.016377
47.237460,0.009949,-0.057434,-0.016495
47.237483,0.009705,-0.064392,-0.018400
47.237506,0.013519,-0.071381,-0.022162
47.237528,0.022217,-0.066467,-0.026974
47.237551,0.032196,-0.057587,-0.031037
47.237574,0.039886,-0.055359,-0.033998
47.237596,0.043854,-0.060730,-0.037165
47.237619,0.045135,-0.069946,-0.039715
47.237642,0.043213,-0.073792,-0.039808
47.237664,0.037537,-0.070312,-0.039154
47.237687,0.029083,-0.067657,-0.038010
47.237710,0.021881,-0.063385,-0.035419
47.237732,0.016357,-0.054291,-0.031641
47.237755,0.011230,-0.044220,-0.029091
47.237778,0.006500,-0.036926,-0.029167
47.237800,0.005096,-0.036835,-0.030855
47.237823,0.004913,-0.041748,-0.030274
47.237846,0.003296,-0.040802,-0.028292
47.237868,0.001282,-0.036407,-0.027494
47.237891,-0.001770,-0.037048,-0.026051
47.237914,-0.006378,-0.043030,-0.022628
47.237937,-0.012329,-0.051025,-0.017242
47.237959,-0.019073,-0.053619,-0.010393
47.237982,-0.027435,-0.049957,-0.001892
47.238005,-0.035583,-0.050781,0.008072
47.238027,-0.042664,-0.058594,0.018125
47.238050,-0.048065,-0.066528,0.025321
47.238073,-0.052063,-0.072937,0.030818
47.238095,-0.055878,-0.076080,0.038200
47.238118,-0.060303,-0.079315,0.047618
47.238141,-0.062836,-0.084778,0.056140
47.238163,-0.065247,-0.084808,0.063463
47.238186,-0.070648,-0.079468,0.070297
47.238209,-0.076630,-0.075165,0.075912
47.238231,-0.080322,-0.072144,0.078938
47.238254,-0.084106,-0.072021,0.079361
47.238277,-0.088654,-0.073944,0.078740
47.238299,-0.091553,-0.077393,0.079113
47.238322,-0.091644,-0.085297,0.080377
47.238345,-0.089233,-0.093231,0.080308
47.238367,-0.085876,-0.095001,0.078321
47.238390,-0.081940,-0.095825,0.075278
47.238413,-0.075684,-0.097351,0.070522
47.238435,-0.066925,-0.097839,0.063050
47.238458,-0.059479,-0.097382,0.054881
47.238481,-0.053070,-0.093658,0.046980
47.238503,-0.045227,-0.092194,0.039249
47.238526,-0.036682,-0.094910,0.031840
47.238549,-0.028931,-0.094238,0.024819
47.238571,-0.022156,-0.090027,0.019100
47.238594,-0.015808,-0.089020,0.014853
47.238617,-0.008850,-0.090698,0.010419
47.238639,-0.002899,-0.092010,0.006048
47.238662,0.000153,-0.086273,0.002433
47.238685,0.004211,-0.074097,-0.001971
47.238707,0.012177,-0.068787,-0.007625
47.238730,0.020172,-0.070282,-0.013560
47.238753,0.026306,-0.069824,-0.019348
47.238776,0.031494,-0.068085,-0.024015
47.238798,0.036652,-0.065308,-0.028583
