time,ref,room,processed
47.557438,-0.027588,0.195679,0.034518
47.557460,-0.027313,0.203003,0.040080
47.557483,-0.026947,0.210236,0.044687
47.557506,-0.025787,0.215210,0.046790
47.557528,-0.023895,0.218689,0.046546
47.557551,-0.022705,0.219025,0.044801
47.557574,-0.022339,0.215576,0.044278
47.557596,-0.022217,0.208954,0.044839
47.557619,-0.023438,0.202728,0.044733
47.557642,-0.024017,0.197113,0.043337
47.557664,-0.022919,0.193451,0.040590
47.557687,-0.022400,0.192444,0.037821
47.557710,-0.022339,0.193451,0.037573
47.557732,-0.019836,0.193756,0.038675
47.557755,-0.016541,0.192719,0.039696
47.557778,-0.013031,0.192413,0.040672
47.557800,-0.007721,0.193848,0.041035
47.557823,-0.000214,0.192657,0.040045
47.557846,0.008148,0.189087,0.038299
47.557868,0.016815,0.188721,0.034810
47.557891,0.024933,0.191620,0.030486
47.557914,0.030548,0.192596,0.028705
47.557937,0.034851,0.192749,0.029132
47.557959,0.038116,0.194458,0.030739
47.557982,0.040649,0.197052,0.032726
47.558005,0.040222,0.197815,0.034000
47.558027,0.038269,0.195282,0.032258
47.558050,0.036743,0.191895,0.028635
47.558073,0.035675,0.191467,0.024701
47.558095,0.035400,0.191193,0.020484
47.558118,0.035522,0.185852,0.016062
47.558141,0.034607,0.177124,0.011274
47.558163,0.032715,0.170532,0.007006
47.558186,0.031464,0.167969,0.003951
47.558209,0.029419,0.165771,0.000586
47.558231,0.026764,0.158722,-0.005819
47.558254,0.025330,0.145721,-0.014060
47.558277,0.025055,0.131805,-0.021421
47.558299,0.023590,0.119049,-0.026755
47.558322,0.021301,0.104462,-0.030688
47.558345,0.017883,0.085144,-0.032898
47.558367,0.014740,0.060303,-0.033974
47.558390,0.013367,0.032440,-0.033866
47.558413,0.012451,0.005829,-0.032661
47.558435,0.012451,-0.016632,-0.031264
47.558458,0.014221,-0.036285,-0.028783
47.558481,0.016388,-0.056915,-0.025160
47.558503,0.018433,-0.080750,-0.021464
47.558526,0.021637,-0.104767,-0.016839
47.558549,0.023041,-0.125000,-0.010530
47.558571,0.021484,-0.141907,-0.004562
47.558594,0.019928,-0.155853,0.000402
47.558617,0.017578,-0.166840,0.005374
47.558639,0.012573,-0.175842,0.010063
47.558662,0.007202,-0.186615,0.014330
47.558685,0.000885,-0.199799,0.018349
47.558707,-0.006866,-0.211273,0.021176
47.558730,-0.015228,-0.218262,0.024338
47.558753,-0.023621,-0.225983,0.028234
47.558776,-0.031891,-0.238403,0.031304
47.558798,-0.037109,-0.251007,0.032554
47.558821,-0.040344,-0.257690,0.033733
47.558844,-0.045593,-0.258514,0.035969
47.558866,-0.050293,-0.259247,0.037004
47.558889,-0.053314,-0.265747,0.036024
47.558912,-0.055420,-0.275665,0.033554
47.558934,-0.057678,-0.283142,0.031573
47.558957,-0.060181,-0.288696,0.030652
47.558980,-0.062531,-0.296417,0.029835
47.559002,-0.062897,-0.306793,0.027855
47.559025,-0.062836,-0.317322,0.025289
47.559048,-0.063141,-0.325989,0.021894
47.559070,-0.060699,-0.332184,0.016259
47.559093,-0.055756,-0.338165,0.009778
47.559116,-0.052429,-0.340790,0.004729
47.559138,-0.050385,-0.338165,-0.000147
47.559161,-0.049652,-0.336365,-0.004842
47.559184,-0.051086,-0.337799,-0.008698
47.559206,-0.051880,-0.335480,-0.012216
47.559229,-0.051056,-0.326172,-0.013894
47.559252,-0.050812,-0.312347,-0.013111
47.559274,-0.050629,-0.298676,-0.012180
47.559297,-0.049805,-0.288818,-0.010848
47.559320,-0.048889,-0.280487,-0.008714
47.559342,-0.046631,-0.267242,-0.007391
47.559365,-0.040466,-0.252319,-0.005441
47.559388,-0.030762,-0.242310,-0.000967
47.559410,-0.018555,-0.235748,0.003438
47.559433,-0.005402,-0.231201,0.006840
47.559456,0.007690,-0.227875,0.009328
47.559478,0.020905,-0.225006,0.009488
47.559501,0.034454,-0.223206,0.009055
47.559524,0.048248,-0.221802,0.009433
47.559546,0.062286,-0.218506,0.008551
47.559569,0.074036,-0.214508,0.007348
47.559592,0.083160,-0.211823,0.006810
47.559615,0.089996,-0.208862,0.005687
47.559637,0.093323,-0.206116,0.003580
47.559660,0.093231,-0.205109,0.000761
47.559683,0.092468,-0.202637,-0.002618
47.559705,0.091003,-0.199951,-0.004148
47.559728,0.087463,-0.199554,-0.003977
47.559751,0.083344,-0.201324,-0.005699
47.559773,0.081848,-0.202911,-0.009550
47.559796,0.084869,-0.204712,-0.013146
47.559819,0.090363,-0.209412,-0.016138
47.559841,0.094116,-0.218109,-0.019190
47.559864,0.095734,-0.225037,-0.022881
47.559887,0.094940,-0.223938,-0.026589
47.559909,0.092682,-0.221680,-0.029754
47.559932,0.091705,-0.226196,-0.031867
47.559955,0.091675,-0.232819,-0.033011
47.559977,0.089417,-0.233551,-0.032747
47.560000,0.086365,-0.228485,-0.030902
47.560023,0.084503,-0.222443,-0.028831
47.560045,0.080139,-0.218079,-0.027523
47.560068,0.073273,-0.214722,-0.026908
47.560091,0.065186,-0.209381,-0.025650
47.560113,0.055969,-0.202972,-0.024074
47.560136,0.046967,-0.194824,-0.022435
47.560159,0.038452,-0.182861,-0.019927
47.560181,0.029053,-0.168030,-0.016933
47.560204,0.019196,-0.152161,-0.014555
47.560227,0.008636,-0.134888,-0.014162
47.560249,-0.004547,-0.116272,-0.015823
47.560272,-0.020447,-0.098480,-0.017343
47.560295,-0.038422,-0.080902,-0.017411
47.560317,-0.058014,-0.063721,-0.016789
47.560340,-0.076569,-0.046234,-0.016347
47.560363,-0.094391,-0.028778,-0.016212
47.560385,-0.110565,-0.012329,-0.017164
47.560408,-0.122284,0.003113,-0.018133
47.560431,-0.128448,0.021545,-0.018361
47.560454,-0.132172,0.040741,-0.016906
47.560476,-0.132263,0.055389,-0.013960
47.560499,-0.130524,0.065674,-0.009382
47.560522,-0.130096,0.075836,-0.004495
47.560544,-0.130890,0.089325,-0.000351
47.560567,-0.130676,0.105225,0.003396
47.560590,-0.129364,0.120911,0.009456
47.560612,-0.125977,0.135223,0.018050
47.560635,-0.123444,0.149384,0.025950
47.560658,-0.121674,0.163666,0.028967
47.560680,-0.118500,0.179535,0.028468
47.560703,-0.113617,0.197937,0.027885
47.560726,-0.108521,0.215759,0.029806
47.560748,-0.101532,0.229309,0.032570
47.560771,-0.092285,0.241302,0.032836
47.560794,-0.082214,0.255035,0.031273
47.560816,-0.070709,0.270477,0.030502
47.560839,-0.058105,0.286530,0.030266
47.560862,-0.045837,0.302124,0.029113
47.560884,-0.033173,0.315918,0.026488
47.560907,-0.017578,0.328400,0.022086
47.560930,-0.000854,0.341064,0.018175
47.560952,0.015106,0.353088,0.015526
47.560975,0.030426,0.362915,0.012989
47.560998,0.045258,0.369049,0.011366
47.561020,0.059082,0.372620,0.011387
47.561043,0.072205,0.377716,0.010491
47.561066,0.084900,0.380951,0.007290
47.561088,0.094696,0.376587,0.003451
47.561111,0.100800,0.366516,-0.001182
47.561134,0.104950,0.357208,-0.005505
47.561156,0.107483,0.350677,-0.006877
47.561179,0.108521,0.345093,-0.006438
47.561202,0.110077,0.336823,-0.006917
47.561224,0.110901,0.324646,-0.008819
47.561247,0.110321,0.312744,-0.013869
47.561270,0.109833,0.301392,-0.020803
47.561293,0.108948,0.289856,-0.025888
47.561315,0.105652,0.280640,-0.029546
47.561338,0.102081,0.272308,-0.034261
47.561361,0.100983,0.262634,-0.039638
47.561383,0.098602,0.253326,-0.044702
47.561406,0.093628,0.245667,-0.050681
47.561429,0.087982,0.237518,-0.056806
47.561451,0.082001,0.230011,-0.062912
47.561474,0.075348,0.223419,-0.068434
47.561497,0.067596,0.216614,-0.070215
47.561519,0.056427,0.208527,-0.068128
47.561542,0.041595,0.198151,-0.065208
47.561565,0.027252,0.190674,-0.062272
47.561587,0.014648,0.190430,-0.059016
47.561610,0.004028,0.191559,-0.056742
47.561633,-0.002136,0.188293,-0.055700
47.561655,-0.003448,0.184570,-0.056038
47.561678,-0.005585,0.185791,-0.056544
47.561701,-0.010956,0.188690,-0.054711
47.561723,-0.018066,0.187073,-0.049920
47.561746,-0.025116,0.180664,-0.044889
47.561769,-0.034119,0.176880,-0.039894
47.561791,-0.044495,0.179749,-0.034707
47.561814,-0.054260,0.183075,-0.029187
47.561837,-0.061493,0.184357,-0.024668
47.561859,-0.067932,0.187805,-0.022436
47.561882,-0.073425,0.197388,-0.022816
47.561905,-0.077545,0.210632,-0.022887
47.561927,-0.079865,0.224060,-0.021397
47.561950,-0.080048,0.236206,-0.018881
47.561973,-0.079956,0.246368,-0.015538
47.561995,-0.080200,0.253265,-0.013160
47.562018,-0.079041,0.255096,-0.012725
47.562041,-0.075745,0.252594,-0.012977
47.562063,-0.072083,0.250519,-0.012639
47.562086,-0.066467,0.249268,-0.012112
47.562109,-0.056427,0.245758,-0.012396
47.562132,-0.043640,0.240082,-0.014846
47.562154,-0.028351,0.235596,-0.019810
47.562177,-0.011688,0.230133,-0.024041
47.562200,0.003021,0.222198,-0.025926
47.562222,0.014008,0.212708,-0.027102
47.562245,0.022186,0.203064,-0.028682
47.562268,0.028656,0.195251,-0.030131
47.562290,0.033722,0.188782,-0.030322
47.562313,0.037933,0.183044,-0.029639
47.562336,0.041412,0.178497,-0.028339
47.562358,0.045685,0.174225,-0.026320
47.562381,0.051514,0.166168,-0.023065
47.562404,0.059357,0.157013,-0.018912
47.562426,0.067444,0.150604,-0.013786
47.562449,0.074982,0.143585,-0.008898
47.562472,0.083008,0.132507,-0.004844
47.562494,0.092560,0.118713,-0.001420
47.562517,0.099609,0.102020,0.002649
47.562540,0.101868,0.083588,0.007745
47.562562,0.102295,0.063232,0.013398
47.562585,0.102051,0.041748,0.019023
47.562608,0.101196,0.021912,0.023978
47.562630,0.099915,0.004944,0.028211
47.562653,0.097137,-0.012970,0.031324
47.562676,0.091675,-0.033295,0.033459
47.562698,0.085114,-0.057434,0.035265
47.562721,0.077209,-0.083740,0.037282
47.562744,0.066437,-0.107330,0.039544
47.562766,0.053345,-0.127747,0.041931
47.562789,0.039642,-0.150177,0.043953
47.562812,0.026093,-0.175110,0.044543
47.562834,0.014069,-0.196960,0.042647
47.562857,0.003510,-0.211273,0.039090
47.562880,-0.007080,-0.216919,0.036054
47.562902,-0.017883,-0.218781,0.034041
47.562925,-0.028839,-0.219360,0.031809
47.562948,-0.040680,-0.216736,0.028290
47.562971,-0.052368,-0.211029,0.023682
47.562993,-0.063049,-0.206055,0.019373
47.563016,-0.073059,-0.203491,0.015630
47.563039,-0.082764,-0.201965,0.012022
47.563061,-0.090057,-0.198853,0.007832
47.563084,-0.096497,-0.195221,0.004037
47.563107,-0.106049,-0.193848,0.000980
47.563129,-0.117249,-0.191986,-0.002104
47.563152,-0.126190,-0.187164,-0.004437
47.563175,-0.135101,-0.182098,-0.004600
47.563197,-0.143829,-0.183502,-0.004644
47.563220,-0.147491,-0.190552,-0.005976
47.563243,-0.146790,-0.196564,-0.007373
47.563265,-0.144470,-0.196167,-0.010087
47.563288,-0.140625,-0.194977,-0.014217
47.563311,-0.134583,-0.199036,-0.017619
47.563333,-0.129395,-0.205200,-0.018496
47.563356,-0.123901,-0.206573,-0.018530
47.563379,-0.117798,-0.203705,-0.018125
47.563401,-0.111481,-0.204376,-0.019339
47.563424,-0.103943,-0.213379,-0.022519
47.563447,-0.094391,-0.225708,-0.025015
47.563469,-0.085297,-0.235992,-0.026218
47.563492,-0.077545,-0.246185,-0.026813
47.563515,-0.069336,-0.258789,-0.025393
47.563537,-0.060516,-0.272064,-0.022283
47.563560,-0.051849,-0.280548,-0.019123
47.563583,-0.042236,-0.283203,-0.016054
47.563605,-0.030243,-0.283173,-0.014190
47.563628,-0.017242,-0.280792,-0.013111
47.563651,-0.004333,-0.275482,-0.011368
47.563673,0.007568,-0.269745,-0.010076
47.563696,0.018921,-0.265411,-0.010541
47.563719,0.028015,-0.259369,-0.009534
47.563741,0.036530,-0.250183,-0.007124
47.563764,0.044006,-0.238159,-0.003566
47.563787,0.051300,-0.225891,0.000135
47.563810,0.058563,-0.214447,0.003169
47.563832,0.067169,-0.203857,0.005941
47.563855,0.078339,-0.195618,0.009515
47.563878,0.093506,-0.190094,0.011634
47.563900,0.109711,-0.181274,0.012659
47.563923,0.123993,-0.169586,0.015044
47.563946,0.135590,-0.161407,0.018142
47.563968,0.144745,-0.158356,0.019590
47.563991,0.149139,-0.153534,0.020178
47.564014,0.147766,-0.144440,0.020199
47.564036,0.143738,-0.136108,0.018124
47.564059,0.140808,-0.133362,0.012946
47.564082,0.139526,-0.127197,0.005514
47.564104,0.138641,-0.109833,-0.001100
47.564127,0.138031,-0.093811,-0.005646
47.564150,0.138000,-0.095551,-0.010790
47.564172,0.136444,-0.106842,-0.017055
47.564195,0.132294,-0.107086,-0.021992
47.564218,0.126648,-0.095398,-0.024839
47.564240,0.120117,-0.090057,-0.027599
47.564263,0.111176,-0.098755,-0.030639
47.564286,0.100922,-0.105530,-0.032364
47.564308,0.090973,-0.097290,-0.031788
47.564331,0.080231,-0.084656,-0.030329
47.564354,0.066711,-0.079132,-0.029196
47.564376,0.050262,-0.073792,-0.027840
47.564399,0.032013,-0.060333,-0.025745
47.564422,0.012756,-0.045807,-0.023337
47.564444,-0.005798,-0.038605,-0.021822
47.564467,-0.023193,-0.034882,-0.020125
47.564490,-0.040344,-0.029480,-0.016198
47.564512,-0.056488,-0.025177,-0.011072
47.564535,-0.069244,-0.025543,-0.006784
47.564558,-0.078156,-0.025482,-0.002985
47.564580,-0.084900,-0.017242,0.001582
47.564603,-0.091064,-0.003510,0.006727
47.564626,-0.094666,0.006531,0.010230
47.564649,-0.096161,0.011749,0.011532
47.564671,-0.096039,0.016754,0.011729
47.564694,-0.094757,0.019287,0.013324
47.564717,-0.092499,0.017609,0.015230
47.564739,-0.091156,0.017395,0.014941
47.564762,-0.090088,0.021057,0.012439
47.564785,-0.087311,0.025940,0.010660
47.564807,-0.083282,0.030823,0.010923
47.564830,-0.080170,0.037994,0.011595
47.564853,-0.077972,0.052002,0.011369
47.564875,-0.074829,0.069122,0.011293
47.564898,-0.069550,0.076508,0.012782
47.564921,-0.062622,0.073303,0.015045
47.564943,-0.053741,0.069580,0.015070
47.564966,-0.045013,0.068604,0.013270
47.564989,-0.037323,0.068329,0.012220
47.565011,-0.029083,0.068390,0.012515
47.565034,-0.019531,0.069519,0.012230
47.565057,-0.010803,0.075653,0.011008
47.565079,-0.003021,0.086365,0.009610
47.565102,0.005676,0.094757,0.009398
47.565125,0.014252,0.099030,0.011669
47.565147,0.020752,0.102295,0.014436
47.565170,0.028015,0.103241,0.015030
47.565193,0.037262,0.105194,0.014786
47.565215,0.046143,0.110596,0.013752
47.565238,0.054688,0.117615,0.011144
47.565261,0.063812,0.127472,0.009829
47.565283,0.073395,0.141663,0.010028
47.565306,0.082977,0.156219,0.009993
47.565329,0.091156,0.170166,0.010046
47.565351,0.097198,0.185944,0.010081
47.565374,0.100433,0.204315,0.010827
47.565397,0.099457,0.220642,0.013534
47.565420,0.094269,0.229980,0.016327
47.565442,0.086945,0.230804,0.017097
47.565465,0.079041,0.230103,0.015753
47.565488,0.070709,0.232452,0.012739
47.565510,0.063263,0.233185,0.009242
47.565533,0.057159,0.227905,0.007041
47.565556,0.051453,0.217957,0.005212
47.565578,0.045044,0.209717,0.002782
47.565601,0.037415,0.205597,0.000362
47.565624,0.028900,0.202179,-0.001703
47.565646,0.021790,0.194183,-0.003475
47.565669,0.016296,0.183899,-0.004968
47.565692,0.011200,0.177490,-0.007805
47.565714,0.006134,0.174744,-0.011724
47.565737,0.001282,0.167877,-0.014293
47.565760,-0.004639,0.155884,-0.013358
47.565782,-0.012573,0.146545,-0.008905
47.565805,-0.020386,0.141968,-0.004247
47.565828,-0.026550,0.136841,-0.002455
47.565850,-0.032227,0.127258,-0.002903
47.565873,-0.038055,0.120209,-0.002673
47.565896,-0.042023,0.123352,0.000048
47.565918,-0.044556,0.131836,0.004562
47.565941,-0.046539,0.134735,0.007924
47.565964,-0.048370,0.135742,0.010078
47.565986,-0.051483,0.144897,0.012975
47.566009,-0.057129,0.161194,0.017711
47.566032,-0.064148,0.173920,0.023778
47.566054,-0.070801,0.176544,0.028531
47.566077,-0.076599,0.174194,0.030586
47.566100,-0.081055,0.176117,0.031523
47.566122,-0.082855,0.181915,0.031063
47.566145,-0.084320,0.185242,0.029439
47.566168,-0.085815,0.187286,0.027806
47.566190,-0.087006,0.192596,0.026879
47.566213,-0.086273,0.204376,0.024929
47.566236,-0.085510,0.219727,0.022181
47.566259,-0.083069,0.232422,0.017415
47.566281,-0.076965,0.240509,0.013105
47.566304,-0.068665,0.249084,0.012805
47.566327,-0.060852,0.259766,0.014608
47.566349,-0.052460,0.270721,0.015200
47.566372,-0.043030,0.281494,0.015297
47.566395,-0.033325,0.290649,0.014835
47.566417,-0.021759,0.299469,0.013957
47.566440,-0.008209,0.308868,0.014869
47.566463,0.003967,0.314972,0.017938
47.566485,0.014008,0.314819,0.022138
47.566508,0.023468,0.311859,0.026930
47.566531,0.031036,0.308899,0.030714
47.566553,0.034424,0.307007,0.033151
47.566576,0.035645,0.302673,0.034610
47.566599,0.037842,0.296661,0.034341
47.566621,0.040131,0.294708,0.032440
47.566644,0.041443,0.297546,0.029219
47.566667,0.041260,0.297089,0.025287
47.566689,0.040497,0.288666,0.021753
47.566712,0.039886,0.278137,0.019656
47.566735,0.041260,0.268494,0.017681
47.566757,0.045013,0.256958,0.015146
47.566780,0.050629,0.240540,0.011849
47.566803,0.056885,0.223419,0.007532
47.566825,0.063080,0.212250,0.001762
47.566848,0.069153,0.205994,-0.005665
47.566871,0.075073,0.200043,-0.014768
47.566893,0.079590,0.191803,-0.024535
47.566916,0.082672,0.182617,-0.033078
47.566939,0.084625,0.173920,-0.038553
47.566961,0.084442,0.165161,-0.041306
47.566984,0.082886,0.154572,-0.043183
47.567007,0.082672,0.142731,-0.044443
47.567029,0.082764,0.133728,-0.044478
47.567052,0.082947,0.129303,-0.044378
47.567075,0.083557,0.125702,-0.044317
47.567098,0.084015,0.117950,-0.044176
47.567120,0.082184,0.104370,-0.042529
47.567143,0.077148,0.091248,-0.038632
47.567166,0.070251,0.081635,-0.034477
47.567188,0.061401,0.072357,-0.029991
47.567211,0.051636,0.057648,-0.025229
47.567234,0.041473,0.038849,-0.021633
47.567256,0.031921,0.021545,-0.019940
47.567279,0.022552,0.008514,-0.018473
47.567302,0.013031,-0.004761,-0.016897
47.567324,0.004333,-0.021881,-0.015265
47.567347,-0.003143,-0.039520,-0.012587
47.567370,-0.011047,-0.049805,-0.008357
47.567392,-0.019226,-0.054443,-0.002580
47.567415,-0.026245,-0.060059,0.003516
47.567438,-0.031403,-0.067017,0.007008
47.567460,-0.037048,-0.070831,0.008674
47.567483,-0.044708,-0.071106,0.010906
47.567506,-0.053375,-0.071808,0.013504
47.567528,-0.062164,-0.074646,0.015999
47.567551,-0.069550,-0.079132,0.018033
47.567574,-0.075104,-0.082092,0.019718
47.567596,-0.080414,-0.085724,0.021497
47.567619,-0.086914,-0.092651,0.022948
47.567642,-0.091980,-0.101227,0.021921
47.567664,-0.092407,-0.110382,0.017963
47.567687,-0.089050,-0.119110,0.013025
47.567710,-0.083313,-0.124939,0.008323
47.567732,-0.074646,-0.130554,0.003753
47.567755,-0.064026,-0.140869,-0.000577
47.567778,-0.055389,-0.151764,-0.004090
47.567800,-0.050659,-0.158783,-0.006486
47.567823,-0.047333,-0.163055,-0.008470
47.567846,-0.042236,-0.168701,-0.011405
47.567868,-0.036469,-0.179901,-0.015647
47.567891,-0.031860,-0.194794,-0.020096
47.567914,-0.026764,-0.205719,-0.023600
47.567937,-0.019440,-0.212006,-0.026703
47.567959,-0.010132,-0.216614,-0.030855
47.567982,-0.000488,-0.220184,-0.034940
47.568005,0.007812,-0.224243,-0.037079
47.568027,0.014526,-0.230835,-0.037344
47.568050,0.020996,-0.236664,-0.037636
47.568073,0.029114,-0.239624,-0.039679
47.568095,0.037628,-0.239838,-0.041630
47.568118,0.044830,-0.237549,-0.041463
47.568141,0.051666,-0.236664,-0.040881
47.568163,0.058014,-0.238831,-0.041418
47.568186,0.063141,-0.242065,-0.042246
47.568209,0.065216,-0.245422,-0.041226
47.568231,0.065582,-0.247070,-0.038978
47.568254,0.065308,-0.246307,-0.036834
47.568277,0.065369,-0.245331,-0.035452
47.568299,0.065643,-0.244995,-0.032201
47.568322,0.066437,-0.243896,-0.026207
47.568345,0.066650,-0.243164,-0.021238
47.568367,0.066376,-0.244263,-0.019352
47.568390,0.065857,-0.245209,-0.016911
47.568413,0.066803,-0.244843,-0.012551
47.568435,0.067749,-0.241272,-0.007581
47.568458,0.067780,-0.237305,-0.004670
47.568481,0.067810,-0.237976,-0.004488
47.568503,0.068695,-0.244141,-0.003535
47.568526,0.069153,-0.250305,0.000763
47.568549,0.067108,-0.255157,0.005305
47.568571,0.062653,-0.261810,0.007955
47.568594,0.056396,-0.272278,0.011671
47.568617,0.049225,-0.283600,0.016940
47.568639,0.041748,-0.291595,0.021810
47.568662,0.034302,-0.296814,0.025805
47.568685,0.026428,-0.305237,0.029694
47.568707,0.018433,-0.318726,0.034839
47.568730,0.009949,-0.332336,0.040481
47.568753,-0.000732,-0.342743,0.042139
47.568776,-0.013245,-0.351868,0.039580
47.568798,-0.025696,-0.360321,0.038425
47.568821,-0.036011,-0.368256,0.039923
47.568844,-0.045135,-0.376038,0.041758
47.568866,-0.053925,-0.380402,0.041579
47.568889,-0.062042,-0.382599,0.038866
47.568912,-0.070129,-0.385712,0.036592
47.568934,-0.078125,-0.389587,0.036225
47.568957,-0.085358,-0.394196,0.036122
47.568980,-0.090820,-0.399170,0.036099
47.569002,-0.094513,-0.399994,0.037958
47.569025,-0.094788,-0.396606,0.040376
47.569048,-0.093140,-0.394196,0.043051
47.569070,-0.091064,-0.391083,0.045983
47.569093,-0.090149,-0.386475,0.049403
47.569116,-0.088257,-0.381683,0.052425
47.569138,-0.086548,-0.375885,0.055539
47.569161,-0.086060,-0.368561,0.057761
47.569184,-0.086823,-0.360413,0.059494
47.569206,-0.088104,-0.347839,0.060403
47.569229,-0.089722,-0.331848,0.058910
47.569252,-0.091858,-0.318329,0.055219
47.569274,-0.092529,-0.306213,0.050117
47.569297,-0.090210,-0.292725,0.043811
47.569320,-0.085083,-0.279694,0.036691
47.569342,-0.078003,-0.268372,0.030087
47.569365,-0.070160,-0.261322,0.024853
47.569388,-0.061890,-0.257721,0.019262
47.569410,-0.052948,-0.250244,0.011575
47.569433,-0.044006,-0.237335,0.002696
47.569456,-0.034790,-0.225800,-0.005752
47.569478,-0.025970,-0.215790,-0.012617
47.569501,-0.018341,-0.203552,-0.019577
47.569524,-0.013184,-0.189545,-0.028326
47.569546,-0.009857,-0.174072,-0.037934
47.569569,-0.006897,-0.159882,-0.046519
47.569592,-0.002991,-0.149261,-0.054487
47.569615,0.006531,-0.139587,-0.063082
47.569637,0.022675,-0.129822,-0.070472
47.569660,0.042786,-0.122192,-0.076915
47.569683,0.063202,-0.115204,-0.082791
47.569705,0.081177,-0.108551,-0.087531
47.569728,0.095398,-0.105011,-0.090783
47.569751,0.106171,-0.103363,-0.091853
47.569773,0.115295,-0.101166,-0.091661
47.569796,0.123535,-0.100433,-0.091765
47.569819,0.131531,-0.103394,-0.091252
47.569841,0.137787,-0.110443,-0.088243
47.569864,0.140900,-0.119293,-0.083563
47.569887,0.141174,-0.127350,-0.078006
47.569909,0.139923,-0.134430,-0.072665
47.569932,0.136780,-0.141937,-0.068435
47.569955,0.131195,-0.148438,-0.063521
47.569977,0.123962,-0.153168,-0.056837
47.570000,0.116394,-0.157501,-0.049889
47.570023,0.108917,-0.159241,-0.043207
47.570045,0.101532,-0.157043,-0.036440
47.570068,0.093536,-0.153931,-0.029870
47.570091,0.085114,-0.154297,-0.023727
47.570113,0.076935,-0.157349,-0.018422
47.570136,0.067200,-0.161743,-0.014266
47.570159,0.054718,-0.162842,-0.011131
47.570181,0.041565,-0.160858,-0.009285
47.570204,0.028168,-0.156982,-0.009156
47.570227,0.011902,-0.150909,-0.010379
47.570249,-0.007141,-0.143066,-0.012355
47.570272,-0.024811,-0.136719,-0.014735
47.570295,-0.040985,-0.131042,-0.015943
47.570317,-0.058350,-0.122894,-0.015463
47.570340,-0.076233,-0.112427,-0.014092
47.570363,-0.092804,-0.100433,-0.011973
47.570385,-0.107910,-0.089020,-0.009333
47.570408,-0.120758,-0.077637,-0.007246
47.570431,-0.130341,-0.061432,-0.006796
47.570454,-0.137329,-0.039124,-0.008241
47.570476,-0.140717,-0.014099,-0.010407
47.570499,-0.140869,0.011108,-0.010915
47.570522,-0.141632,0.037170,-0.009358
47.570544,-0.143280,0.065796,-0.007321
47.570567,-0.144409,0.098572,-0.004161
47.570590,-0.145782,0.132690,0.001121
47.570612,-0.144623,0.163635,0.007748
47.570635,-0.139374,0.192169,0.014990
47.570658,-0.131714,0.221008,0.020522
47.570680,-0.121552,0.250610,0.023295
47.570703,-0.107513,0.278961,0.024597
47.570726,-0.091583,0.302948,0.024783
47.570748,-0.074829,0.322205,0.023726
47.570771,-0.056488,0.340210,0.022504
47.570794,-0.036407,0.358673,0.020947
47.570816,-0.015839,0.374512,0.019513
47.570839,0.003998,0.385162,0.019009
47.570862,0.021332,0.393158,0.018400
47.570884,0.036560,0.400665,0.016216
47.570907,0.049255,0.407440,0.013483
47.570930,0.059143,0.411804,0.010426
47.570952,0.068420,0.413788,0.006926
47.570975,0.076813,0.415985,0.003749
47.570998,0.083252,0.419617,-0.000185
47.571020,0.088501,0.422729,-0.004210
47.571043,0.093384,0.421265,-0.007633
47.571066,0.099274,0.418060,-0.012865
47.571088,0.103973,0.416840,-0.018675
47.571111,0.105469,0.418457,-0.022557
47.571134,0.106659,0.420288,-0.024029
47.571156,0.109344,0.422089,-0.022540
47.571179,0.108337,0.424164,-0.018328
47.571202,0.103699,0.428070,-0.013718
47.571224,0.098816,0.433167,-0.007164
47.571247,0.093964,0.439026,0.001126
47.571270,0.088043,0.445862,0.008377
47.571293,0.080750,0.452179,0.014837
47.571315,0.071381,0.455048,0.021112
47.571338,0.061798,0.454041,0.025488
47.571361,0.053894,0.451233,0.028772
47.571383,0.045654,0.447235,0.032768
47.571406,0.037781,0.444641,0.036781
47.571429,0.031067,0.445160,0.041029
47.571451,0.024231,0.448578,0.044584
47.571474,0.016663,0.451508,0.045134
47.571497,0.009399,0.453217,0.042542
47.571519,0.002625,0.453064,0.038218
47.571542,-0.004730,0.452423,0.033589
47.571565,-0.012726,0.453674,0.028802
47.571587,-0.020935,0.457581,0.023657
47.571610,-0.028900,0.461975,0.019224
47.571633,-0.036285,0.463318,0.016737
47.571655,-0.043091,0.460419,0.015597
47.571678,-0.049927,0.455139,0.014642
47.571701,-0.056000,0.450409,0.013530
47.571723,-0.061798,0.445679,0.012748
47.571746,-0.070068,0.437988,0.011654
47.571769,-0.080902,0.428833,0.008909
47.571791,-0.091309,0.422577,0.005369
47.571814,-0.101715,0.417664,0.003786
47.571837,-0.113647,0.408691,0.004206
47.571859,-0.124298,0.396179,0.004462
47.571882,-0.129089,0.385162,0.004048
47.571905,-0.129852,0.378204,0.005597
47.571927,-0.128723,0.372620,0.009153
47.571950,-0.125885,0.364868,0.012726
47.571973,-0.122437,0.357300,0.015374
47.571995,-0.119781,0.353271,0.017966
47.572018,-0.115631,0.351044,0.020822
47.572041,-0.107819,0.347870,0.023917
47.572063,-0.098450,0.344330,0.027934
47.572086,-0.088074,0.339752,0.032938
47.572109,-0.075531,0.333679,0.038401
47.572132,-0.063080,0.328278,0.042149
47.572154,-0.052185,0.325073,0.040903
47.572177,-0.042267,0.322052,0.036033
